"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.hpt_mining_seismchrgwarhd_turret_medium","Seismic Charge Launcher","","","Lanzador de Carga Sísmica","Lanceur à charge sismique","Lançador de Carga Sísmica","Пусковая установка для сейсмических снарядов","",""
"ships.module.name.hpt_mrascanner_size0_class1","Pulse Wave Analyser","","","Analizador de Onda de Pulso","Analyseur à onde pulsée","Analisador de Onda de Pulso","Анализатор импульсных волн","",""
"ships.module.name.hpt_mrascanner_size0_class2","Pulse Wave Analyser","","","Analizador de Onda de Pulso","Analyseur à onde pulsée","Analisador de Onda de Pulso","Анализатор импульсных волн","",""
"ships.module.name.hpt_mrascanner_size0_class3","Pulse Wave Analyser","","","Analizador de Onda de Pulso","Analyseur à onde pulsée","Analisador de Onda de Pulso","Анализатор импульсных волн","",""
"ships.module.name.hpt_mrascanner_size0_class4","Pulse Wave Analyser","","","Analizador de Onda de Pulso","Analyseur à onde pulsée","Analisador de Onda de Pulso","Анализатор импульсных волн","",""
"ships.module.name.hpt_mrascanner_size0_class5","Pulse Wave Analyser","","","Analizador de Onda de Pulso","Analyseur à onde pulsée","Analisador de Onda de Pulso","Анализатор импульсных волн","",""
"ships.module.name.mamba_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.mamba_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.mamba_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.mamba_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.mamba_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.int_supercruiseassist","Supercruise Assist","","","Asistencia de Supercrucero","Super-navigation assistée","Assistência de Supervelocidade","Помощь в гиперкрейском режиме","",""
"ships.module.name.int_dockingcomputer_advanced","Advanced Docking Computer","","","Computadora de Aterrizaje Avanzada","Ordinateur d'appontage avancé","Computador de Docagem Avançado","Улучшенный стыковочный компьютер","",""
"ships.module.name.hpt_multicannon_fixed_medium_advanced","Advanced Multi-Cannon","","","Multicañón Avanzado","","Canhão de Repetição Avançado","Продвинутое многоствольное орудие","",""
"ships.module.name.hpt_multicannon_fixed_small_advanced","Advanced Multi-Cannon","","","Multicañón Avanzado","","Canhão de Repetição Avançado","Продвинутое многоствольное орудие","",""
"ships.module.name.hpt_dumbfiremissilerack_fixed_small_advanced","Advanced Missile Rack","","","Lanzamisiles Avanzado","Batterie de missiles perfectionnée","Estante de Mísseis Avançada","Продвинутый ракетный лоток","",""
"ships.module.name.hpt_dumbfiremissilerack_fixed_medium_advanced","Advanced Missile Rack","","","Lanzamisiles Avanzado","Batterie de missiles perfectionnée","Estante de Mísseis Avançada","Продвинутый ракетный лоток","",""
"ships.module.name.int_planetapproachsuite_advanced","Advanced Planetary Approach Suite","","","Equipo de Aproximación Planetaria Avanzado","","Inst. Avançado de Aproximação Planetária","Продвинутый комплект для сближения с планетой","",""
"ships.module.name.int_multidronecontrol_mining_size3_class1","Mining Multi Limpet Controller","","","Multilanzador Dron de Minería","","Cont. Multidrones de Mineração","Мультиконтроллер дронов-добытчиков","",""
"ships.module.name.int_multidronecontrol_mining_size3_class3","Mining Multi Limpet Controller","","","Multilanzador Dron de Minería","","Cont. Multidrones de Mineração","Мультиконтроллер дронов-добытчиков","",""
"ships.module.name.int_multidronecontrol_operations_size3_class3","Operations Multi Limpet Controller","","","Lanzador Dron de Operaciones","","Controlador de Drones Operacionais","Контроллер операционных дронов","",""
"ships.module.name.int_multidronecontrol_operations_size3_class4","Operations Multi Limpet Controller","","","Lanzador Dron de Operaciones","","Controlador de Drones Operacionais","Контроллер операционных дронов","",""
"ships.module.name.int_multidronecontrol_rescue_size3_class2","Rescue Multi Limpet Controller","","","Lanzador Dron de Rescate","","Controlador de Drones de Resgate","Контроллер дронов-спасателей","",""
"ships.module.name.int_multidronecontrol_rescue_size3_class3","Rescue Multi Limpet Controller","","","Lanzador Dron de Rescate","","Controlador de Drones de Resgate","Контроллер дронов-спасателей","",""
"ships.module.name.int_multidronecontrol_xeno_size3_class3","Xeno Multi Limpet Controller","","","Lanzador Dron Xeno","","Controlador de Drones Alienígenas","Контроллер дронов иных","",""
"ships.module.name.int_multidronecontrol_xeno_size3_class4","Xeno Multi Limpet Controller","","","Lanzador Dron Xeno","","Controlador de Drones Alienígenas","Контроллер дронов иных","",""
"ships.module.name.int_multidronecontrol_universal_size7_class3","Universal Multi Limpet Controller","","","Multilanzador Dron Universal","","Controlador Multidrones Universal","Универсальный мультиконтроллер дронов","",""
"ships.module.name.int_multidronecontrol_universal_size7_class5","Universal Multi Limpet Controller","","","Multilanzador Dron Universal","","Controlador Multidrones Universal","Универсальный мультиконтроллер дронов","",""
"ships.module.name.int_expmodulestabiliser_size3_class3","Experimental Weapon Stabiliser","","","Estabilizador de Armas Experimentales","","Estabilizador de Arma Experimental","Стабилизатор экспериментального оружия","",""
"ships.module.name.int_expmodulestabiliser_size5_class3","Experimental Weapon Stabiliser","","","Estabilizador de Armas Experimentales","","Estabilizador de Arma Experimental","Стабилизатор экспериментального оружия","",""
"ships.module.name.hpt_atdumbfiremissile_fixed_large_v2","Enhanced AX Missile Rack","","","Lanzamisiles AX Mejorado","Batterie missiles AX améliorée","Estante de Mísseis AX Melhorado","Улучшенный блок АИ-ракет","",""
"ships.module.name.hpt_atmulticannon_fixed_medium_v2","Enhanced AX Multi-Cannon","","","Multicañón AX Mejorado","Multi-canon AX amélioré","Canhão de Repetição AX Melhorado","Улучшенное многоствольное орудие АИ","",""
"ships.module.name.hpt_atdumbfiremissile_fixed_medium_v2","Enhanced AX Missile Rack","","","Lanzamisiles AX Mejorado","Batterie missiles AX améliorée","Estante de Mísseis AX Melhorado","Улучшенный блок АИ-ракет","",""
"ships.module.name.hpt_atdumbfiremissile_turret_large_v2","Enhanced AX Missile Rack","","","Lanzamisiles AX Mejorado","Batterie missiles AX améliorée","Estante de Mísseis AX Melhorado","Улучшенный блок АИ-ракет","",""
"ships.module.name.hpt_atdumbfiremissile_turret_medium_v2","Enhanced AX Missile Rack","","","Lanzamisiles AX Mejorado","Batterie missiles AX améliorée","Estante de Mísseis AX Melhorado","Улучшенный блок АИ-ракет","",""
"ships.module.name.hpt_atmulticannon_fixed_large_v2","Enhanced AX Multi-Cannon","","","Multicañón AX Mejorado","Multi-canon AX amélioré","Canhão de Repetição AX Melhorado","Улучшенное многоствольное орудие АИ","",""
"ships.module.name.hpt_atmulticannon_turret_large_v2","Enhanced AX Multi-Cannon","","","Multicañón AX Mejorado","Multi-canon AX amélioré","Canhão de Repetição AX Melhorado","Улучшенное многоствольное орудие АИ","",""
"ships.module.name.hpt_atmulticannon_turret_medium_v2","Enhanced AX Multi-Cannon","","","Multicañón AX Mejorado","Multi-canon AX amélioré","Canhão de Repetição AX Melhorado","Улучшенное многоствольное орудие АИ","",""
"ships.module.name.hpt_atmulticannon_gimbal_large","Enhanced AX Multi-Cannon","","","Multicañón AX Mejorado","Multi-canon AX amélioré","Canhão de Repetição AX Melhorado","Улучшенное многоствольное орудие АИ","",""
"ships.module.name.hpt_atmulticannon_gimbal_medium","Enhanced AX Multi-Cannon","","","Multicañón AX Mejorado","Multi-canon AX amélioré","Canhão de Repetição AX Melhorado","Улучшенное многоствольное орудие АИ","",""
"ships.module.name.armour.lightweight_alloy","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.armour.reinforced_alloy","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.armour.military_grade_composite","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
