system,body,distance,material,x,y,z
62 G. Canis Majoris,B 7 c a,210603.1351,antimony,532.0625,-148.34375,-395.75
Pro Eurl XJ-A d68,1 e a,1953.306649,antimony,1334,153.0625,250.5
NGC 2451A Sector JR-W c1-1,1 c a,792.699472,antimony,739.625,-158.09375,-278.3125
Col 132 Sector YF-W d2-12,2 c a,1245.286094,antimony,1070.15625,13.0625,-851.21875
Synuefe WQ-K d9-41,7 a,998.839629,antimony,429.65625,-323.0625,-205.65625
Wregoe BV-O d6-14,6 c a,945.295642,antimony,878.65625,483.3125,-433.03125
Graea Hypue FS-R d5-203,A 10 b a,4644.061142,antimony,-925.5625,-272.6875,13543.625
HIP 43123,7 b a,1722.592642,antimony,1644.84375,172.65625,-387.90625
Graea Hypue LM-V d2-0,ABC 3 c a,1484.639544,antimony,-774.3125,-972.53125,13260.21875
HIP 55018,12 b,1623.463694,antimony,564.21875,44.78125,207.59375
Praea Euq UC-V d2-55,1 d a,2361.354584,antimony,944.5,167.34375,477.28125
Col 173 Sector VP-N d7-6,A 1 a,757.639641,antimony,1401,-21.53125,-36.53125
Swoilz QB-C c1-7,1 a,709.290448,antimony,1014.78125,-475.9375,277.34375
HIP 37313,8 d,2825.425003,antimony,419.8125,22.625,-297.90625
Col 132 Sector GS-K d8-36,1 d a,1005.522736,antimony,1127.375,-393.875,-390.0625
HD 84735,AB 5 b a,5697.735332,antimony,973.46875,-407.15625,463.53125
HR 3488,2 b a,2210.654823,antimony,709.53125,17.96875,-100.4375
Graea Hypue FI-R d5-24,A 1 d a,1058.233284,antimony,-1216.0625,-473.15625,13544.5625
Col 132 Sector GX-T d3-33,A 2 a,1354.064807,antimony,949.21875,-244.84375,-809.09375
Synuefe BS-I d10-38,3 e a,1451.227961,antimony,397.71875,-407.46875,-126.90625
Wregoe BZ-R d4-10,A 2 b,1360.831981,antimony,1154.84375,355.34375,-607.59375
NGC 2451A Sector QT-R c4-4,2 c a,315.124894,antimony,701.375,-101.25,-171.65625
Synuefe EC-S d5-66,3 a,1278.554393,antimony,609.21875,-157.59375,-549.5625
Eorl Auwsy SY-Z d13-3150,A 1 d a,889.881219,antimony,4910.84375,179.71875,20678.59375
72 Columbae,AB 2 b,5025.185021,antimony,790.71875,-393.1875,-483.28125
Col 173 Sector CM-A c15-3,3 a,3492.481338,antimony,1552.21875,-118.625,-33.3125
Col 132 Sector OJ-Q d5-3,B 6 a,15676.01751,antimony,943.53125,-261.625,-614.15625
IC 2391 Sector CA-A d43,9 b a,1148.893964,antimony,591.5625,-112.15625,-36.1875
Col 132 Sector QE-P d6-14,3 c a,1786.703377,antimony,1220.8125,-0.8125,-561
Graea Hypue GG-X d1-69,6 b a,1093.638366,antimony,-857.09375,-976.71875,13240.09375
NGC 3199 Sector XJ-A d10,11 c a,1860.761459,antimony,14544.0625,-237.625,3489.375
Col 132 Sector II-S d4-29,2 d a,1434.07337,antimony,973.75,-167.75,-674.78125
70 G. Carinae,7 b a,2098.395655,antimony,442,-136.875,48.6875
Shrogaae HA-A e5765,10 a a,3701.315522,antimony,5017,119.84375,20713.28125
Synuefe XA-U d4-32,1 a,1797.179233,antimony,550.65625,-50.625,-609.34375
HIP 40108,7 a,748.947917,antimony,471.59375,-193.4375,152.5625
HR 3363,B 4 a,416857.1649,antimony,571.8125,-41.5,-57.96875
Synuefe NU-D d13-76,A 2 e a,1407.812474,antimony,734.4375,-187.4375,86.59375
Eorl Auwsy QN-B d13-1067,1 a,1257.90864,antimony,4958.25,116.84375,20596.53125
Eorl Auwsy SY-Z d13-5986,2 a,2202.396188,antimony,4898.28125,183.8125,20633.625
Graea Hypue NE-P d6-232,AB 1 f,1013.406307,antimony,-1249.03125,-592.21875,13619.75
Prua Dryoae RU-W d2-15,1 c,1520.770444,antimony,1310.3125,-393.8125,492.78125
HIP 51131,6 c a,1768.248179,antimony,411.15625,-44.53125,136.28125
Wregoe XD-T d3-2,1 f a,839.93997,antimony,724.25,106.40625,-710.46875
Nyeajeou XQ-B d14-55,2 a,2522.323081,antimony,-9353.625,-398.5625,7856.53125
Col 173 Sector UU-O d6-20,9 b a,1963.334803,antimony,1192.09375,-209.15625,-184.65625
Synuefe WU-N d7-9,7 a,2135.300663,antimony,737.59375,-429.40625,-411.15625
Pencil Sector BQ-X b1-4,B 3 a,2450.453445,antimony,800.71875,26.75,-104.59375
Graea Hypue FI-R d5-24,A 1 c a,1060.182686,antimony,-1216.0625,-473.15625,13544.5625
Musca Dark Region EL-Y d104,BCD 3 a,365733.4646,antimony,486.71875,-82.875,268.96875
Theta Pictoris,11 c a,3507.987307,antimony,418.03125,-286.78125,-77.375
Graea Hypue AA-Z d50,4 b,1047.264764,antimony,-995.625,-928.1875,13126.90625
HD 87803,17 a,4554.547615,antimony,1013.03125,-213.28125,355.28125
Puppis Dark Region B Sector DL-Y d11,2 a,3243.202984,antimony,1353.375,-0.3125,-355.21875
Col 173 Sector BS-Z c14-0,8 f a,936.560057,antimony,1179.4375,-299.6875,-64.0625
HIP 32147,12 a a,3377.372566,antimony,746.375,-174.1875,-633.5625
Plio Eurl BX-B d13-26,9 c,2457.016141,antimony,1459.6875,275.375,116.28125
Col 135 Sector KN-S c4-30,3 b a,1652.309468,antimony,951.34375,-101.9375,-326
Col 173 Sector MY-G c11-0,1 a,1081.799154,antimony,1297.21875,-261.4375,-223.90625
Eorl Auwsy TY-Z d13-115,2 a,1913.670984,antimony,5021.15625,148.40625,20688.59375
Synuefe VG-J d10-63,5 a,720.672134,antimony,367.8125,-161.5625,-179.25
Col 173 Sector BR-L d8-35,6 b,1312.906951,antimony,1441.71875,-63.4375,-23.53125
Wregoe NM-M d7-24,4 a,1801.392855,antimony,1012.8125,272.28125,-408.625
Col 173 Sector RZ-U c17-9,1 a,947.034724,antimony,1580.0625,-168.6875,87.90625
Synuefe YG-J d10-17,6 a,2432.79218,antimony,580.78125,-106.1875,-120.78125
Graea Hypue NN-A d1-394,C 3 c,96655.15539,antimony,-762.5,-288.75,13141.875
HIP 34958,AB 1 b,1523.00531,antimony,369.1875,-109.28125,-68.625
Eorl Auwsy UT-Z d13-697,A 4 a,2787.700209,antimony,4922.6875,74.40625,20629.46875
Graea Hypue LS-S d4-145,A 9 a,2721.941392,antimony,-724.3125,-588.3125,13419.625
HIP 44845,6 a,1045.133766,antimony,407.78125,-48.1875,47.6875
Eorl Auwsy SY-Z d13-6157,1 a,1133.160219,antimony,4911.3125,136.28125,20641.03125
Eorl Auwsy TY-Z d13-1388,5 d a,863.965744,antimony,5010.03125,198.21875,20690.625
Prai Hypoo TX-B d3,1 a,516.231714,antimony,-9223.03125,-458.90625,7903.21875
Eorl Auwsy SY-Z d13-224,2 a,2854.673197,antimony,4971.46875,174.0625,20623.71875
Graea Hypue UE-X d2-297,A 6 a,1687.616023,antimony,-626.40625,-239.1875,13271.9375
Graea Hypue YW-O c8-97,1 a,250.063337,antimony,-839.53125,-268.875,13396.75
Swoilz UO-Z e16,14 a,2407.378183,antimony,614.84375,-33.8125,415.46875
Graea Hypue OD-A d1-42,7 b,2081.344278,antimony,-968.125,-428.5,13140.03125
Graea Hypue QT-Q d5-5,B 3 b,9154.616299,antimony,-839.5,-666.1875,13563.28125
HD 83445,3 a,1283.80278,antimony,1186.75,53.875,75.3125
Praea Euq VS-D b12-1,A 2 a,26.87739,antimony,1013.8125,43.71875,487.53125
IC 2391 Sector LX-U c2-29,AB 3 a,2276.630563,antimony,496.78125,-113.09375,48.8125
Vela Dark Region AF-A d99,A 2 a,749.902594,antimony,1054.875,-131.96875,-118
Wregoe IN-B d13-118,A 1 a,1198.988826,antimony,433.09375,72.375,72.4375
Wregoe YZ-G d10-18,4 a,575.463789,antimony,770.40625,184.90625,-179.71875
Synuefe PA-C d14-47,AB 4 b,2147.983852,antimony,505.96875,-236.34375,144.4375
Graea Hypue II-R d5-202,3 a,1988.759227,antimony,-971.8125,-455.5625,13502.6875
Prua Phoe TS-B d175,1 a,812.931994,antimony,-5537.59375,-537.5625,10532.78125
Nyeajeou AM-B d14-48,A 1 a,850.647872,antimony,-9328.1875,-435.28125,7867.5625
Col 132 Sector GC-L d8-9,1 a,1215.348104,antimony,1417.15625,-191.6875,-386.21875
Col 173 Sector WP-W d2-68,ABC 6 a,1592.576211,antimony,1142.59375,71.5625,-430.25
Eorl Auwsy VT-Z d13-1959,3 e,2912.127485,antimony,5035.78125,113.90625,20677.4375
HD 78205,B 8 b,126272.2131,antimony,1312.03125,-74.875,50.96875
Synuefe JU-I c12-3,7 a,1726.465591,antimony,638.6875,-91.0625,-533.15625
Synuefe JR-U d3-0,4 a,1594.750032,antimony,836.28125,-515.96875,-705.84375
Wregoe HA-Q d5-21,A 2 a,1006.699138,antimony,1141.28125,286.0625,-582.53125
Wregoe QY-I d9-39,3 a,707.632595,antimony,633.1875,278.96875,-252.5625
Synuefe EN-H d11-5,5 b,1689.656278,antimony,813.625,-121.28125,-90.25
Graea Hypue ZZ-P d5-33,1 a,1047.818649,antimony,-775.03125,-1043.96875,13573.625
Col 173 Sector HN-J d9-52,6 a,4142.116723,antimony,1217.8125,-241.40625,83.28125
Synuefe VG-J d10-103,5 a,1937.133965,antimony,363.4375,-169.8125,-116.125
HIP 24460,A 2 a,575.384963,antimony,428.09375,-317.0625,-129.21875
Wregoe DR-D d12-17,6 a,947.952979,antimony,667.125,230.90625,39.9375
Col 135 Sector BC-K b9-0,C 2 a,2772.959346,antimony,875.125,-179.5625,-319.15625
Col 173 Sector JR-M d7-9,A 3 a,2096.935046,antimony,1714.0625,-420.03125,-28.5625
Synuefe KW-K b54-0,ABCD 3 a,2588.799901,antimony,536.5625,-339.90625,96.4375
Graea Hypue XZ-V c3-1,A 4 a,85.936533,antimony,-789.3125,-658.65625,13204.34375
Graea Hypue NS-T d3-0,2 a,2187.336759,antimony,-933.46875,-978.46875,13347.09375
Vela Dark Region FC-U b3-6,2 a,55.232853,antimony,907.65625,-88.5,-84.75
Prai Hypoo SX-B d40,3 d,387.417588,antimony,-9332.59375,-490.6875,7901.25
IC 2602 Sector AV-Y d127,ABCD 2 a,1576.038099,antimony,524.09375,-2.78125,124.28125
Col 173 Sector OV-T b21-0,B 3 a,621.774605,antimony,1556.78125,175.40625,-239.84375
Wregoe AM-J b24-0,B 5 a,849.027368,antimony,1141.65625,317.875,-543.34375
Flyua Dryoae KE-F d12-6,5 a,2262.082324,antimony,1737.8125,-388.28125,34.96875
Eorl Auwsy JR-N e6-4185,6 a,3540.890348,antimony,4953.34375,110.28125,20614.46875
Col 173 Sector KU-L c9-3,6 a,137.160669,antimony,1073.875,39.0625,-290
Col 173 Sector UX-V c17-24,1 a,125.826276,antimony,1072.46875,47.5,74.15625
Eorl Auwsy UT-Z d13-26,2 a,4025.492023,antimony,4949.375,109.0625,20639.78125
Col 132 Sector EC-T d4-26,B 7 d,5679.07785,antimony,1283.5,142,-685.25
Nuekau VH-V d2-23,2 e,1944.16865,antimony,-1379.03125,-1057.5,13280.5
Synuefe EN-H d11-14,5 a,1918.624994,antimony,758.28125,-141.6875,-86.34375
Col 173 Sector AR-L d8-57,1 a,895.02176,antimony,1350.90625,-95.71875,-7.125
Swoilz ZE-X d2-25,4 b,403.230553,antimony,1020.9375,-246.15625,503.53125
Prai Hypoo QC-C d21,D 2 a,90474.64599,antimony,-9291.875,-420.09375,7927.28125
Synuefe FM-T d4-32,AB 3 a,3507.380131,antimony,705.21875,-307.96875,-607.84375
HD 71269,7 b,2915.263771,antimony,1273.90625,51.15625,-363.9375
Prua Dryoae BW-C d15,1 a,882.022106,antimony,1688.5,-33.0625,254.0625
Eorl Auwsy HH-A c28-1,A 2 b,2694.350127,antimony,4940.96875,215.40625,20623.78125
Synuefe MD-Q d6-5,3 d,982.429159,antimony,760.40625,-196.09375,-470.59375
HIP 43571,3 a,1866.541901,antimony,482.375,-58.25,29.875
HD 48872,A 2 a,3235.897883,antimony,821.96875,-181.53125,-699.5625
Col 132 Sector YZ-O d6-56,6 c,1242.814351,antimony,1703.71875,-98.75,-541.65625
Col 173 Sector SF-N d7-87,3 a,2366.03057,antimony,856.6875,-183.6875,-80.71875
IC 2391 Sector BA-A d54,9 b,2385.645493,antimony,542.46875,-112.03125,-78.84375
Eorl Auwsy SY-Z d13-2843,3 c,1907.574831,antimony,4973.90625,213.0625,20634.28125
Col 173 Sector ME-P d6-35,4 a,1766.220023,antimony,891.78125,-101.65625,-158.875
Synuefe YA-U d4-31,A 7 c,2520.449607,antimony,587.71875,-86.15625,-595.25
Shrogaae IP-A d741,CD 3 a,44617.33917,antimony,4966.28125,228.3125,20697.40625
HD 97630,4 b,1754.8899,antimony,1023.4375,-54.9375,424.59375
Praea Euq SV-P c5-17,2 a,364.47872,antimony,901.09375,94.09375,480.75
Puekee JG-Y e207,A 4 a,1078.297982,antimony,-490.75,4.28125,13251.625
Synuefe GC-K d9-26,1 a,1169.438572,antimony,739.25,-529.65625,-223.9375
Swoilz KL-B c2-8,AB 1 a,1401.615716,antimony,1089.0625,-225.40625,297.4375
Wregoe EF-Q d5-13,2 c,1443.468801,antimony,1118.3125,315.25,-548.125
Wregoe HL-P d5-104,4 a,2172.304927,antimony,655.65625,7.03125,-518.03125
Col 173 Sector FH-T d4-3,7 a,1554.926371,antimony,1445,160.6875,-314.34375
Synuefe IN-Q d6-9,5 a,1439.97925,antimony,778.40625,-86.9375,-446.25
Graea Hypue ZK-V d3-8,1 a,925.161783,antimony,-582.0625,-189.65625,13339.78125
Wregoe DW-E d11-42,1 a,1385.77847,antimony,496.8125,12.15625,-78
Col 173 Sector DC-K d9-28,3 a,1449.083004,antimony,1396.125,14.96875,86.21875
Col 173 Sector QJ-Q d5-24,B 1 a,176111.6668,antimony,1020.25,-312.875,-220.09375
Col 173 Sector NX-K d8-38,5 a,599.050151,antimony,1733.375,-371.21875,19
Praea Euq NG-Y d52,A 3 b,2182.022188,antimony,691.40625,15.90625,343.125
HIP 45551,3 a,2157.345377,antimony,765.46875,75.15625,-54.3125
Pro Eurl IM-W d1-138,1 b,854.706881,antimony,1244.5,-13.5625,400.125
NGC 3532 Sector KS-T c3-8,1 a,337.590954,antimony,1336.875,-62.84375,486.78125
Col 132 Sector TJ-Q d5-2,BC 2 a,47842.31258,antimony,1343.125,-221.9375,-642.46875
HIP 32716,11 a,2390.256202,antimony,577.40625,-165,-299.59375
Col 132 Sector DL-O d6-0,3 a,3291.235364,antimony,1628.6875,-333.1875,-584.34375
Eorl Auwsy SY-Z d13-2771,1 a,1196.101766,antimony,4911.3125,207.625,20630.25
Synuefe RZ-M d8-115,3 c,880.05439,antimony,880.875,-33.75,-319.53125
Synuefe YL-J d10-105,4 d,1459.844547,antimony,748.6875,-69.3125,-126.0625
Synuefe DO-H b43-4,A 1 a,17.377443,antimony,637.125,-177.875,-144.0625
Col 135 Sector PD-S c4-15,AB 1 c,2375.131645,antimony,1010.90625,-172.40625,-314.59375
Wregoe GX-J c22-7,ABC 2 a,924.822256,antimony,587.53125,22.71875,-99.875
Prua Dryoae PJ-Y d1-28,A 1 a,1210.260072,antimony,1363.125,-460.625,409
Graea Hypue FS-R d5-232,7 b,1584.281354,antimony,-874.375,-269.09375,13548.65625
Graea Hypue ZZ-P d5-7,8 a,3560.272713,antimony,-747.21875,-998.34375,13563.59375
Col 132 Sector LT-Q d5-55,4 a,2028.640925,antimony,991.6875,-101.71875,-619.8125
HIP 38968,A 13 a,3674.125783,antimony,531.71875,157.6875,-496.9375
Synuefe ED-H d11-49,AB 2 f,557.120982,antimony,436.15625,-305.625,-28.40625
Col 132 Sector MI-S d4-56,7 a,286.818618,antimony,1267.28125,-118.40625,-680.9375
Graea Hypue HT-P d6-540,3 a,1341.667738,antimony,-1221.40625,-356.03125,13615.15625
Graea Hypue CB-X d1-12,8 b,1519.032968,antimony,-1342.34375,-1023.65625,13201.25
Wregoe BQ-G d10-35,5 b,1142.074417,antimony,666.375,-5.0625,-153.75
Prai Hypoo SX-B d10,A 4 d,3336.635266,antimony,-9317.03125,-440.5,7954.84375
IC 2391 Sector BA-A d54,9 a,2385.617898,antimony,542.46875,-112.03125,-78.84375
Graea Hypue GS-R d5-339,5 a,355.42991,antimony,-840.46875,-314.1875,13570.96875
Synuefe SM-U c19-27,4 a,982.581094,antimony,663.25,-119.21875,-196.78125
Graea Hypue RO-P d6-119,AB 5 a,3162.625106,antimony,-596.34375,-464.1875,13617.4375
Col 132 Sector UT-R d4-9,5 a,1984.526198,antimony,1445.53125,-353.03125,-681.46875
Puekee NN-K c8-160,2 b,1376.317732,antimony,-1043.53125,79.8125,13410.71875
Graea Hypue DL-X b30-4,AB 5 a,33.577036,antimony,-1073.5625,-919.40625,13684.4375
Col 173 Sector TN-I c10-9,1 a,503.979665,antimony,1674.78125,-279.78125,-248.21875
HR 2211,AB 1 a,4131.873965,antimony,652.125,-326.1875,-202.5625
Graea Hypue NY-Q d5-148,7 a,2228.562613,antimony,-922.84375,-621,13530.84375
Nuekau WO-P d6-10,A 1 a,1318.639104,antimony,-1433.375,-448.34375,13579.84375
Prua Phoe US-B d86,A 7 f,1484.512128,antimony,-5476.6875,-518.8125,10526.65625
Praea Euq JF-A d81,1 e,1637.952914,antimony,887.625,103.09375,270.96875
HIP 57293,A 8 a,3149.941055,antimony,748.65625,86.1875,332.34375
Synuefe EN-H d11-5,5 a,1691.84475,antimony,813.625,-121.28125,-90.25
Col 173 Sector YM-H c11-2,B 2 a,45304.27809,antimony,1007.0625,-119.6875,-193.15625
Synuefe BX-I d10-34,1 a,1047.856689,antimony,546.40625,-330.71875,-151.5625
Praea Euq VQ-Y c0,BC 2 a,540.433398,antimony,779.1875,58.1875,260.15625
Col 132 Sector MV-A c15-4,6 a,1070.597394,antimony,1165.25,-8.03125,-496
Prai Hypoo TX-B d11,3 a,4530.191477,antimony,-9245.3125,-428.90625,7918.90625
HR 4220,6 b,1526.925542,antimony,445.375,-39.4375,163.625
Puekee CQ-P d5-245,A 5 b,1078.754364,antimony,-831.4375,118.53125,13512.34375
Swoilz BX-F b1-2,E 1 a,129274.451,antimony,967.25,-501.46875,237.84375
Eorl Auwsy VT-Z d13-1808,AB 5 a,1222.056714,antimony,5037.375,126.59375,20632.5625
Graea Hypue FS-R d5-225,2 e,1004.15151,antimony,-904.4375,-273.75,13566.75
Synuefe NM-C c29-18,5 b,1060.279094,antimony,804.53125,-198.4375,180.3125
Wregoe DH-B c27-17,AB 5 a,1636.769313,antimony,805.8125,79.5,102.625
Graea Hypue CB-X d1-3,11 a,2983.718277,antimony,-1307.75,-1025.53125,13200.4375
HIP 35995,B 1 a,261290.286,antimony,406.1875,8.65625,-336.875
Synuefe GI-H d11-21,C 1 a,3617.102272,antimony,813.75,-197.9375,-102.9375
HIP 39098,5 a,3401.965744,antimony,448.53125,-66.4375,-69.5625
Eorl Auwsy TY-Z d13-3060,ABC 5 a,1294.013841,antimony,5005.5625,140.09375,20643.78125
Graea Hypue KQ-X d1-81,1 a,1898.061921,antimony,-195.6875,-801.9375,13225.875
Graea Hypue TL-P b9-1,C 4 a,109.818598,antimony,-278.0625,-560.34375,13221.9375
Wregoe IV-G c10-10,1 a,1111.12481,antimony,659.25,47.09375,-587.09375
Nyeajeou AM-B d14-48,A 3 a,1154.169586,antimony,-9328.1875,-435.28125,7867.5625
HIP 19294,5 c,1929.793626,antimony,549.53125,-596.9375,-141.65625
Swoilz AV-V d3-60,5 b,883.844799,antimony,1081.5,-57.625,608.25
Wregoe FF-Y c14-16,7 a,1896.221954,antimony,865.6875,87.6875,-417
Col 140 Sector EB-X d1-50,ABC 4 a,2264.419219,antimony,1200.65625,-63.3125,-525.28125
IC 2391 Sector IG-X b1-4,A 1 a,9.609943,antimony,626.6875,-103.75,-58.375
Graea Hypue HI-R d5-439,6 d,1019.923556,antimony,-1094,-439.75,13524.21875
HD 80459,A 4 e,2401.929962,antimony,1371.28125,-251.875,291.03125
Graea Hypue EY-P d6-765,3 b,906.450051,antimony,-1332.28125,-328.5,13610.5625
Col 135 Sector EB-X d1-41,1 b,4061.801238,antimony,952.40625,-143.28125,-368.5
Graea Hypue WD-D c14-85,B 2 a,2756.013428,antimony,-1308.3125,-533.96875,13647.46875
Nuekau NV-Y d10,A 1 a,769.554751,antimony,-1345.5,-1038.3125,13106.875
Pro Eurl GU-Z b3,1 a,246.888455,antimony,1589.65625,144.5,236.84375
Synuefe WU-N d7-8,1 a,2920.661058,antimony,743.3125,-432.9375,-399.125
HIP 40703,3 a,1480.355207,antimony,474.5625,-77.59375,-13.1875
Graea Hypue GR-U d3-54,BC 5 a,3882.732241,antimony,-642.53125,-570.5625,13399.53125
Synuefe XY-Q c21-4,B 1 a,1448.845819,antimony,543.40625,-123.8125,-111
Col 132 Sector JN-S d4-2,2 b,874.793926,antimony,1189.9375,-64.0625,-665.78125
Pro Eurl CA-A d129,1 a,966.110775,antimony,1410.625,-16.75,282.90625
Praea Euq QQ-P c5-2,2 d,376.230802,antimony,760.6875,23.5,470.34375
Col 173 Sector TN-G b28-3,A 4 a,45.91419,antimony,1420.84375,80.40625,-95.71875
Flyua Dryoae RZ-E c28-7,B 4 a,109428.3655,antimony,1674.53125,-25.9375,153.96875
Puekee JG-Y e207,BC 7 a,16472.11062,antimony,-490.75,4.28125,13251.625
Graea Hypue AL-X d1-87,9 a,1442.039725,antimony,-1124.03125,-876.625,13186.4375
Wregoe SF-Q c5-2,B 3 a,188.389648,antimony,1075.5,157.84375,-785.75
Synuefe PB-T b37-0,B 1 a,1286.059319,antimony,530.71875,-82.90625,-249.5625
Blaa Hypai WX-F c12-4,C 2 a,330977.5675,antimony,1245.09375,-678.78125,12292.625
IC 2391 Sector HS-S b4-8,A 1 a,21.146186,antimony,515.8125,-11.1875,7.4375
Prua Dryoae FQ-D b3-0,C 2 a,374.066697,antimony,1398.9375,-362.625,278.15625
Clookeou PV-B d14-63,A 2 a,1132.99197,antimony,-924.1875,-285.125,12960.59375
Synuefe BJ-H b43-3,C 1 a,746.019795,antimony,555.71875,-191.625,-134.03125
Synuefe IP-Q c21-1,4 a,164.17863,antimony,847.5625,-211.65625,-118
Col 173 Sector ZL-L d8-100,AB 3 a,770.640085,antimony,1126.875,-140.5,38.40625
HD 80381,A 3 a,989.818326,antimony,1116.71875,14.25,20
Synuefe AB-U d4-25,A 3 a,1098.516519,antimony,758.71875,-29.90625,-644.4375
HR 2981,B 8 b,486031.1938,antimony,561.65625,-76.9375,-174.0625
Synuefe EN-H d11-104,5 d,2456.807326,antimony,788.875,-157.84375,-85.34375
HR 4221,3 e,2468.444638,antimony,503.21875,18.09375,152.21875
Graea Hypue GR-V d2-29,C 2 a,317381.3339,antimony,-952.125,-881.46875,13265.28125
Graea Hypue PO-Y d1-3,2 a,3000.40278,antimony,-1088.03125,-358.28125,13240.90625
Pencil Sector CL-Y d73,4 d,1055.554489,antimony,718.25,22.6875,-31.59375
Col 173 Sector KN-J d9-43,4 a,839.580713,antimony,1492.75,-209.84375,60.125
Graea Hypue KC-U d3-120,2 b,2105.09004,antimony,-813.0625,-767.34375,13398.4375
Synuefe TK-S b51-4,A 3 a,20.519498,antimony,399.0625,-100.0625,49.78125
Synuefe RZ-E d12-18,3 a,1126.933075,antimony,816.9375,-477.0625,13.78125
Prai Hypoo QC-C d20,1 a,919.238563,antimony,-9294.53125,-405.0625,7915.71875
Graea Hypue NE-P d6-120,14 a,2924.29716,antimony,-1243.40625,-597.0625,13611.65625
HD 55278,1 b,1226.217646,antimony,1512.8125,-519.5625,-151.4375
Eorl Auwsy QD-A d14-1201,1 a,1447.455681,antimony,4921.65625,222.03125,20636.1875
Col 132 Sector HH-E b27-1,A 3 a,42.731011,antimony,1023.03125,-295.1875,-544.59375
Synuefe XR-H d11-90,A 1 a,1649.197767,antimony,373.40625,-53.6875,-82.5
Col 140 Sector BQ-Y d4,4 b,2038.823265,antimony,1097.46875,-163.15625,-632.25
Graea Hypue XW-O c8-16,1 a,417.857495,antimony,-866.53125,-304.4375,13394.03125
Synuefe VL-W b34-2,B 2 a,2517.157425,antimony,490.15625,-277.09375,-310.25
Synuefe SC-C c29-17,5 a,87.8426,antimony,853.71875,-272.65625,208.53125
Swoilz CD-K b2,1 a,38.639346,antimony,1070.21875,-236.34375,217.9375
Col 173 Sector ED-M b23-1,3 a,27.551051,antimony,1374.625,-261.5625,-200.28125
Col 132 Sector GC-L d8-9,2 a,1736.327375,antimony,1417.15625,-191.6875,-386.21875
Col 173 Sector JY-E c13-18,1 a,1649.98947,antimony,1513.21875,71.28125,-120.71875
Col 173 Sector IR-N b23-6,B 2 a,231.125768,antimony,1764.28125,-96.65625,-203.34375
NGC 2547 Sector IX-T b3-1,A 1 a,35.474026,antimony,1389.21875,-230.28125,-180
Col 173 Sector MZ-T c18-0,AB 2 a,63.110554,antimony,1535.71875,-22.5625,97.03125
Wregoe QB-Z b41-2,B 3 a,860.474423,antimony,386.90625,22.5625,-161.03125
Synuefe CC-J d10-31,A 6 a,24.683709,antimony,767.5,-217.5625,-118.8125
Wregoe LT-T b45-3,C 3 a,403.011055,antimony,837.625,201.9375,-66.25
Col 173 Sector XT-X b31-6,B 3 a,788.769327,antimony,1341.5625,-93.71875,-14.75
Musca Dark Region ZJ-Z b1,A 1 a,29.56882,antimony,461.78125,-50.375,169.25
Swoilz WX-Y c2-0,AB 2 a,1261.82867,antimony,1056.8125,-420.8125,338.9375
Col 173 Sector WU-H b26-1,A 2 a,38.344812,antimony,1678.1875,-162.46875,-145
Col 173 Sector WN-H b27-6,B 2 a,1100.846116,antimony,1395.15625,4.09375,-106.8125
Col 132 Sector YN-V b30-0,B 2 a,10187.55138,antimony,1199.71875,-472.9375,-447.0625
Synuefe CJ-S c20-8,B 4 a,1638.633627,antimony,772,-187.09375,-183.8125
Blae Eork MV-F c27-4,A 3 a,57.153597,antimony,8659.125,-242.625,2678.28125
Col 173 Sector PF-C b30-4,1 a,75.043555,antimony,1028.5,-0.21875,-64.5
Wregoe XR-F b39-2,C 1 a,1511.528678,antimony,516.28125,161.15625,-224.90625
NGC 2547 Sector GW-W c1-0,B 2 a,420478.6317,antimony,1419.03125,-264.46875,-182.375
Col 173 Sector ST-G b24-0,A 2 a,46.226258,antimony,1327.46875,-629.875,-182.0625
Graea Hypue GT-M c9-20,B 5 a,48888.16135,antimony,-828.71875,-351.8125,13435.46875
Wregoe QD-K d8-43,B 4 a,1727.614552,antimony,426.625,-15.9375,-343.125
Pencil Sector BB-W b2-7,A 2 a,57.020269,antimony,764.0625,37.875,-68.34375
Wregoe NO-H b24-1,C 2 a,833.483176,antimony,1003.71875,117.90625,-544.5625
Col 173 Sector VP-N d7-69,B 2 a,1957.038456,antimony,1407.53125,21.1875,-94.1875
IC 2602 Sector PN-T c3-9,B 1 a,247593.3552,antimony,564.09375,-99.75,199.625
Col 173 Sector WK-S b35-2,A 1 a,25.032686,antimony,1357.5625,81.25,61.59375
Synuefe HT-K c11-5,B 1,15045.60935,antimony,813.1875,-51.90625,-559.46875
Col 132 Sector CT-W c16-11,B 1 a,121250.8085,antimony,1235.46875,-136.03125,-390.65625
Synuefe PT-M c22-3,A 1 a,83.830682,antimony,1128.59375,-642.125,-75.96875
Graea Hypue QG-Q c7-109,4 a,156.989544,antimony,-1184.15625,-354.25,13368.25
IC 2602 Sector IR-W d1-97,D 4 a,1557.472657,antimony,514.5,-135.78125,148.40625
IC 2391 Sector QI-T c3-16,4,92.810539,antimony,623.34375,-86.34375,67.3125
