system,body,distance,x,y,z,material
Ooscs Ain IG-Y d4,B 1 d,163246.9108,20792.4375,43.65625,-11194.6875,yttrium
Spaso NE-X d2-14,B 1 b,52363.74291,28229.65625,-206.15625,32481.25,yttrium
Graei Ble JO-F d12-9,B 2 a,76749.10401,-21084.4375,-247.8125,55042.46875,yttrium
Nuwo VW-I d10-1,C 5 a,57359.58617,-1230.25,-305.4375,62535.8125,yttrium
Icteia NI-M c10-1,B 2 f,165333.8458,11362.03125,-71.03125,-15966.25,yttrium
Syritchi IW-E d11-70,C 1 a,45411.8565,-15693.25,14.53125,54967.1875,yttrium
Dryoi Prou TV-B d14-36,B 1 a,54252.27424,-31344.03125,-288.4375,21925.125,yttrium
Pleia Thaa SY-Z d13-12,C 2 c,64807.77882,13879.875,149.46875,-2420.1875,yttrium
NGC 2244 Sector WO-Z d59,B 1 c,68506.48461,2117.84375,9.3125,-4554.875,yttrium
Pyurks CX-A d1-67,B 7 a,76107.32613,1269.3125,-125.9375,-4824.8125,yttrium
Auphaisly TA-C d14-0,B 1 a,100564.0634,-6852.40625,-255.5,51345.15625,yttrium
Preae Thae EB-E d12-0,B 1 b,226941.6775,6183.90625,386.96875,-1298.75,yttrium
Pru Aeb LY-I d9-3,B 9 b,37416.77539,-31773.875,270.46875,8772.5625,yttrium
Pleia Aod XQ-L c21-11,BC 1 h,16686.96027,25997.3125,33.09375,38282.28125,yttrium
Oochorrs IG-W d2-2,C 2 a,52392.89322,934.59375,-659,-2034.09375,yttrium
Pyurks UN-H c11-1,C 2 b,89229.65778,2258.46875,-739.21875,-4419.28125,yttrium
Roefe MO-O c20-0,CD 1 a,32401.4622,26202.15625,-1002.53125,43353.375,yttrium
Dryao Aob VE-R e4-5,C 7 b,183432.7324,-31827.9375,92.34375,18935.21875,yttrium
Grea Bloae YP-X e1-2,B 8 a,161106.238,-9976.9375,-331.09375,54417.65625,yttrium
Dryi Flee QI-K d8-1,B 4 c,161103.0912,-37817.59375,79.84375,18868.15625,yttrium
Groeb KC-D d12-29,B 6 a,325537.2652,-12012,7.9375,-10186.5625,yttrium
Preae Broae GH-D d12-24,B 2 a,82074.87765,3211.40625,121.1875,52468.125,yttrium
Phraa Eaec AB-L d9-19,BC 5 d,22531.79914,-1485.9375,-144.875,-4067.9375,yttrium
Dryooe Eaescs NU-V d3-4,B 2 c,596003.7423,-12781.90625,-76.15625,-9693.28125,yttrium
Dryaa Flyoae BX-J d9-5,C 1 a,18620.01782,-33088.125,-615.53125,18967.8125,yttrium
Hypiae Aihm OP-E d12-0,B 2 a,392208.7458,1608.75,640.03125,-5093.84375,yttrium
Gludge UW-S c17-3,B 3 b,80126.49993,10191.34375,57.6875,-4125.28125,yttrium
Pheia Ain SF-D d13-1,BC 3 a,13162.75628,595.5625,842.40625,-3730.28125,yttrium
Syraumia LB-W d2-1,B 7 a,45778.26332,-19487.25,-740.59375,41419.21875,yttrium
Swuenua MT-Q d5-0,B 4 a,346091.1014,1376.75,-731.53125,49338.40625,yttrium
Cyuefai UP-G c10-0,BC 2 g,35150.39503,-30704.5,-20.5625,-623.8125,yttrium
Goorea CF-Q d5-0,D 5 a,223998.19,23972.21875,-920.21875,39098.65625,yttrium
Cyoide XK-N d7-3,B 3 a,140955.2126,1780.875,-649.84375,-6766.0625,yttrium
Scheau Phoea AQ-F d11-12,BC 5 b,16323.28522,4757.1875,-959.46875,-5153.375,yttrium
Hypiae Aihm MX-K d8-4,C 1 a,146746.5567,2067.25,374.25,-5411.75,yttrium
Hypoae Aihm IS-B d13-43,C 6 c,60779.51648,3179.4375,140.5,-4994.96875,yttrium
Outotz PI-K d8-0,BC 3 a,84246.72331,520.71875,97.9375,-1598.0625,yttrium
Pleia Chria IR-D d12-5,C 5 a,52603.29101,-24519.09375,271.09375,48635.3125,yttrium
Bludgeou WT-R d4-5,B 5 a,83403.18696,-22429.5,267.46875,-4486.25,yttrium
Dryooe Eaeb ZK-V d3-3,B 6 f,155568.6196,-19811.625,-227.0625,-9693.96875,yttrium
Pyurks ED-H d11-6,C 2 a,69869.10393,1732.875,-310.03125,-3937.15625,yttrium
Bliae Hypeia QS-F c0,B 5 a,233342.4215,38019.125,-100.4375,11736.84375,yttrium
Shaukaae IF-R d4-0,DEF 4 b,41221.18374,-39884.9375,21.0625,28794.5625,yttrium
Prie Bre ZK-C c27-0,DE 1 b,248595.33,13914.8125,329.1875,52594.6875,yttrium
Tyroorst LK-D d13-2,C 2 a,61222.30527,-11274.625,-386.4375,-10118.8125,yttrium
Grea Bloae YP-X e1-2,B 9 a,161706.3093,-9976.9375,-331.09375,54417.65625,yttrium
Pheia Aewsy LV-Y d5,C 6 a,25479.5058,982.15625,220.1875,-7358.28125,yttrium
Greethao SB-B d14-9,B 3 a,129048.4993,-20482.375,674.375,38574.125,yttrium
Sutchaa HS-K d8-3,B 1 a,473718.2448,-4905.0625,285.09375,49599.40625,yttrium
Ooscs Ain MT-I d9-1,C 1 a,510022.8932,20602.71875,192.21875,-10434.09375,yttrium
Grea Bliae NN-J d9-6,B 4 a,12590.12568,-11979.5,-814.96875,54812.5,yttrium
Flyue Eorg UN-B d0,BC 1 d,21829.87933,-23571.78125,-661.59375,-3614.5625,yttrium
Blue Priae OR-W c4-0,B 1 g,21108.99181,-20512.03125,-124,45219.8125,yttrium
Throsaea NI-R d5-0,C 3 a,75017.2725,10912.3125,-490.9375,49396.15625,yttrium
Thuecheae ZX-F d12-41,BC 9 c,61813.28148,-2318.3125,-104.125,53784.625,yttrium
Auphailk SF-C d14-48,BC 9 d,18099.21578,-5476.6875,-155.90625,51395.46875,yttrium
Assaild HL-C c14-0,BC 7 a,65386.38559,28013.78125,613.125,35392.21875,yttrium
Praea Phlai WO-Z d13-9,C 2 a,221290.9058,-32165.4375,52.1875,9136.9375,yttrium
Gludgaa IL-P d5-74,C 1 a,223937.6655,-475.15625,6.125,-4374.625,yttrium
Hypiae Aihm VT-I d9-43,BC 2 d,90845.63321,2139.65625,139.53125,-5352.25,yttrium
Styaill UD-A d1-0,B 5 a,101049.1502,7166.5,777,-7327.71875,yttrium
Flyeia Byoea BC-S d5-166,B 2 a,148637.1916,5490.6875,-116.375,50677.03125,yttrium
Slegao ZS-F d12-9,B 1 a,118439.4758,-1246.0625,-129.15625,-2560.71875,yttrium
Preae Broae GH-D d12-140,B 7 g,148410.494,3193.875,97.75,52525.8125,yttrium
Heguae YN-T d3-9,BCD 3 a,58267.13966,12614.21875,289.34375,-3252.625,yttrium
Ictaa IE-E d13-0,B 2 b,35812.0681,8297.1875,-68.375,-15263.28125,yttrium
Plua Thua JY-I d9-3,B 3 a,67286.07814,14138.75,251.375,-2803.8125,yttrium
Hypoae Aihm IS-B d13-19,B 5 b,20598.33419,3187.4375,149.625,-5044.53125,yttrium
Col 107 Sector OC-T d4-104,B 1 a,141006.3015,3113.34375,78.5,-5222.59375,yttrium
Nyautheou PV-K d9-4,B 4 a,37792.54342,11563.3125,-256.78125,56066.5625,yttrium
Thuecheae WR-H d11-118,BC 7 b,503028.6709,-2232.53125,-65.40625,53727.375,yttrium
Phroea Phoea XI-M c22-0,B 1 c,121964.9722,5335.6875,-740.5625,-3943.75,yttrium
Oochorrs RY-N c8-0,B 2 e,13848.94782,777.71875,-504.4375,-1982.84375,yttrium
Gria Gree HM-D d12-0,B 5 b,20218.25645,-1679.15625,-1067.53125,57603.25,yttrium
Dryo Chroa FF-Y d1-3,BC 5 b,35216.2848,25479.90625,774.15625,28542.0625,yttrium
Groeb KC-D d12-8,B 12 a,18779.77806,-12030.75,-9.96875,-10197.1875,yttrium
Hypoae Aihm CA-H d10-24,B 2 c,28625.40959,3626.09375,191.375,-5240.53125,yttrium
Wembaea HP-D d13-10,B 3 a,388508.633,-29396.6875,-279.96875,24384.78125,yttrium
Hypiae Aihm VT-I d9-43,BC 2 c,90845.64084,2139.65625,139.53125,-5352.25,yttrium
Scheau Phrooe GG-N d7-0,B 2 b,280543.9224,4971.375,-1986.90625,-5523.125,yttrium
Col 107 Sector VF-M d8-22,B 8 b,328464.8999,2567.34375,205.75,-4900.96875,yttrium
Thuechu TE-X d2-121,B 4 a,222396.7508,-766.71875,-204.28125,52983.71875,yttrium
Flyae Eaewsy XV-C d13-6,D 4 a,133811.5125,-31286.5,-607.8125,10325.71875,yttrium
Outopps UE-R d4-12,B 3 b,111660.5968,-1275.21875,-8.71875,-1937,yttrium
Ceeckia YR-H d11-0,B 2 a,114643.5597,-864.71875,-104.71875,65189.34375,yttrium
Chreeseau CW-N e6-1,C 10 d,230821.1625,-26556.625,169.40625,51297.71875,yttrium
Nyauthou IH-U e3-1,B 9 b,134338.8804,-1603.28125,-51.125,55930.34375,yttrium
Col 89 Sector YZ-X d1-9,B 13 a,196729.6937,426.75,315.34375,-4641.4375,yttrium
Pyrivo HM-K d9-33,C 2 c,38977.97653,-1355.28125,-371.46875,54797.78125,yttrium
Dryu Ail RM-W d1-35,B 5 a,72671.4957,-13375.6875,46.3125,-9809.875,yttrium
Plua Scroea IC-K d9-0,B 2 b,245416.8721,-18258.78125,2012.5,38200.9375,yttrium
Ploea Theia SP-E d12-0,CD 2 f a,27357.25667,3178.90625,626.96875,-2552.90625,yttrium
Outopps RO-Q d5-1,B 4 a,32399.90059,-929.09375,461.375,-1858.40625,yttrium
Prie Broae SD-S d4-1,BCD 1 a,80616.59854,23661.34375,448.25,51836.65625,yttrium
Pliemoe KY-Y d1-11,B 7 b,97911.51606,32096.71875,-249.03125,8092.625,yttrium
Phroi Phio CS-H d11-11,BCD 2 a,33425.24471,7159.3125,-70.46875,-3938.125,yttrium
Pro Flee CV-G d10-1,B 5 f a,261952.7742,-38783.9375,64.5,39513.90625,yttrium
Oochorrs RY-N c8-0,B 2 d,13848.94376,777.71875,-504.4375,-1982.84375,yttrium
Dryao Aec DA-A d4,B 3 a,78623.55576,6645.5625,-7.03125,-12568.84375,yttrium
Eol Hypa OE-E d13-0,B 2 a,227557.5238,18983.1875,-102.65625,-12743.3125,yttrium
Jongai QG-Y d0,BC 4 b,36511.17257,21384.5625,-18.8125,-9933.09375,yttrium
Preou Thaa GV-X d1-10,C 3 a,71621.66607,17568.28125,566.96875,-2130.59375,yttrium
Schigneia BA-A d74,B 3 a,106833.2434,-15329.3125,38.21875,39946.59375,yttrium
Ouchost FM-J c23-0,B 1 a,242286.4432,15022.875,302.84375,-1322.3125,yttrium
Ooscs Broae JI-A d1-1,BC 3 c,66113.00305,28187.1875,919.21875,29769.6875,yttrium
Hypimy HR-D d12-7,B 4 a,63132.15805,7398.15625,244.09375,-7658.03125,yttrium
Ploea Theia DF-Z d1,C 6 a,164846.8858,3283.5625,401.375,-3492,yttrium
Hypiae Aihm BE-T d3-18,BC 7 a,28423.15395,2287.5,106.4375,-5826.3125,yttrium
Eiphairgh DF-R d4-0,B 6 a,85886.77919,-39022.9375,-21.15625,17263.3125,yttrium
Syrivia ER-V c2-1,B 1 a,19039.08831,17936.59375,184.65625,54100.4375,yttrium
Eishoqs EC-U d3-3,B 2 a,244235.1387,-28205.09375,464.21875,17225.625,yttrium
Fedguia LU-M d8-8,B 7 a,26873.6354,18106.59375,-154.53125,-2865.8125,yttrium
Pyurks ED-H d11-6,C 5 b,69620.96729,1732.875,-310.03125,-3937.15625,yttrium
Sutchooe MI-Q d6-1,C 3 a,347908.0253,938.71875,1127.90625,49425.21875,yttrium
Eos Brai AA-P d6-20,BC 1 b,44742.31789,-29782.96875,583.8125,30229,yttrium
Phrae Hypoo HI-R d5-1,B 1 b,124586.8874,-11342.125,-491.8125,-6975.75,yttrium
Outotz PI-K d8-0,BC 2 a,84251.56265,520.71875,97.9375,-1598.0625,yttrium
Drootie OS-B c16-6,BC 1 d,24361.47129,-1078.25,-89.125,52112.4375,yttrium
Sphuqe JX-L d7-1,D 5 c a,603295.9441,-34360.90625,-22.96875,35457.375,yttrium
Gria Gree OV-K d9-12,B 1 b,113052.0449,-2605,-225.5625,57399.0625,yttrium
Pyriveae PX-S d4-22,B 1 b,650639.7638,-293.5625,-570.1875,54422.78125,yttrium
Prudgeou WI-K c11-1,D 2,339053.4532,-24143.84375,-137.625,-4387.53125,yttrium
Dryoi Prou TV-B d14-15,B 4 b,58476.43575,-31340.125,-307,21909,yttrium
Gludgae RN-M c22-0,B 1 b,239425.9176,2616.4375,577.9375,-3942.0625,yttrium
Spoori ER-V d2-0,C 2 a,485685.232,-20378.6875,381.34375,38868.71875,yttrium
Nyauthou LH-Z c2-1,B 3 b,68860.00035,-1775.375,-330.625,55385.71875,yttrium
Dryeae Aescs KC-D d12-0,B 3 c a,203901.9342,13537.375,-18.5,-11535.59375,yttrium
Phroea Phoea WO-Y d1-22,B 7 a,630144.72,5905.34375,-357.53125,-4696.375,yttrium
Swaunds UC-V d2-3,11 g a,20900.09665,36741.75,186.28125,13295.09375,yttrium
2MASS J08511564+1150561,BC 4 b a,53097.13736,1499.71875,1602.5625,-2091.8125,yttrium
Dryoi Prou TV-B d14-48,B 6 d a,334634.6079,-31266.875,-330.96875,21896.4375,yttrium
Ploea Brou XS-U d2-82,DE 6 c a,167730.7169,5975.75,41.78125,50428.34375,yttrium
Pyrivo LY-Y d1-3,C 4 c a,116926.7958,-2360.03125,-188.09375,54196.625,yttrium
Pria Eurl NI-B d13-1,B 1 h a,52524.71531,22423.78125,-6.03125,1346.59375,yttrium
HD 69978,B 2 b a,149046.7502,748.3125,821.3125,-1406.09375,yttrium
Thuecheae DO-F d12-22,CD 2 a,66695.13136,-2384.1875,-188.96875,53770.75,yttrium
Scheau Phio HQ-U c4-3,B 1,408531.5384,2139.65625,-563.53125,-5970.90625,yttrium
Vothoea IZ-D d13-25,B 7,157365.6032,27356.15625,-113.5625,30826.46875,yttrium
Phiqeou OS-U d2-1,DEF 1 e a,17589.83112,25711.625,1328.125,40185.53125,yttrium
Phroi Phoe YC-K c25-5,B 9,50511.32862,-212.28125,-87.34375,-3801.90625,yttrium
Preae Aob US-U d2-4,B 10,456117.8816,-35199.90625,0.71875,38866.71875,yttrium
Fedgau NZ-N d7-3,B 5,396129.9288,5352,-412.125,-2921.53125,yttrium
Pyult OO-Q d5-7,5,13447.44226,159.96875,-747.40625,-4352.8125,yttrium
Outopps ZD-K c8-1,B 3,48122.09678,-710.21875,-17.25,-1964.4375,yttrium
Tiefua DO-A c14-1,B 3,165037.4522,-19301.8125,201.78125,-5569.5625,yttrium
Jellyfish Sector LC-V c2-20,B 7,311328.9563,803.4375,220.46875,-4922.1875,yttrium
Braiso OL-B d14-16,BC 6 c,351372.5749,26875,-474.875,32181.1875,yttrium
Smootiae FA-Z d51,B 2 a,33571.77057,-622.125,365.875,51570.5,yttrium
Col 107 Sector NE-G d11-67,B 4 a,145374.2592,2352.46875,-118.125,-4648.71875,yttrium
Pyult CR-K d9-5,B 7,153236.2336,917.90625,-302.625,-4070.625,yttrium
Phraifaei JC-D d12-1,B 5,343049.7654,-37731.46875,40.03125,28208.65625,yttrium
Dryau Brue GN-I d10-0,B 7,75044.67375,-32702.1875,785,31820.59375,yttrium
Greou Prao SI-Z d1-21,C 7,212192.144,24167.5625,-70.46875,46477.71875,yttrium
Slegoo JD-Z d1-15,B 6,238728.1734,-13835.75,-166.78125,-3457.75,yttrium
Fegoi BI-D c15-0,D 5,453945.4083,23827.125,-118.71875,-2969.03125,yttrium
Bleia Byoe YC-W c4-16,B 7,185262.199,-1161.53125,-256.625,55459.5625,yttrium
Phroea Hypai UN-J c9-0,B 6,234657.9702,3218.25,-1060.03125,-7062.25,yttrium
M48 Sector FR-M c7-0,B 8,337988.8335,1859.53125,579.96875,-1541.84375,yttrium
Dryo Aewsy DQ-P d5-1,B 5,415697.6057,14605.1875,80.84375,-12075.09375,yttrium
Eafoppy LR-U d3-3,B 2 a,220663.7781,7424.59375,763,-5845.875,yttrium
Qiefoea KX-A d1-129,B 2,363012.9487,5736.625,-171.65625,-6089.15625,yttrium
Schadgua NL-P d5-3,C 8,490732.7015,-1388,39.40625,-8235.78125,yttrium
Praei Aed VG-I c24-0,B 7,204609.5426,31340,415.1875,8938.90625,yttrium
Fedgau NZ-N d7-3,B 7,401889.1524,5352,-412.125,-2921.53125,yttrium
Pro Broae TN-K d8-73,B 9,174213.1905,2265.90625,191.09375,52191.1875,yttrium
Eol Hypue NB-D c29-0,B 4,73449.44834,21524.03125,-79.5,-12592.96875,yttrium
Col 107 Sector QD-Z c14-5,C 6,130241.9574,2731.5625,-417.6875,-4957.3125,yttrium
Flyai Proae IC-E c27-7,C 2 b,70909.33358,-12699.15625,-587.5,41062.75,yttrium
Synuedeae XV-B d14-0,C 8,134880.4207,-32244.875,-304.21875,213.15625,yttrium
Chu Thaa HC-U d3-0,B 6,509724.6152,11704.78125,461.78125,58149.59375,yttrium
Dryuae Chreou NT-Z d13-1,BC 3,109789.4741,-36619.28125,60.21875,29647.90625,yttrium
Col 107 Sector JL-R c19-11,B 3 a,88799.01391,2119.875,-150.125,-4768.25,yttrium
Smootao EH-U c16-66,B 6,58856.16962,5464.0625,-11.5625,52139.25,yttrium
Schadgua UG-C c13-0,B 3,127569.1649,-2588.34375,185.625,-8175.5625,yttrium
Ble Eaeb NA-C d14-1,B 7,327149.3538,36185.71875,-257.5,15519.5,yttrium
Gludgaa MC-M d7-45,C 10,509195.0376,-688.4375,113.375,-4228.4375,yttrium
Eorld Hype MC-B d1-2,B 6,26676.83173,9873.375,-89.4375,-13763.40625,yttrium
Trignai RR-C c29-26,B 4,102314.0663,-15607.96875,-152.625,41168.125,yttrium
Ploea Theia PY-R c4-0,B 6,44450.87953,2616.65625,139.1875,-3424.6875,yttrium
Phrio Phoea KJ-M c22-1,BC 6,32786.76381,4611.84375,-732.84375,-3926.28125,yttrium
Pheia Euq GL-X d1-0,B 6,80110.70854,641.28125,396.40625,-14948.25,yttrium
Pheia Ain RK-R c4-18,B 10,516020.9784,974.25,52.6875,-4672.84375,yttrium
Flyai Proae QT-A c29-6,D 2,74696.78137,-12586.03125,-578.4375,41141.4375,yttrium
Skueqiae PZ-M d8-2,B 5,440301.7939,-1861.71875,-26.78125,58577.25,yttrium
Thruchio DS-M c7-3,C 6,375551.1616,-18020.9375,144.65625,55590.21875,yttrium
Oochost FH-H c12-0,B 6,385546.0726,-406.875,-409.84375,-1791.375,yttrium
Slegaa AR-I c11-0,B 6,158490.9534,-19785.1875,-495.4375,-3115.53125,yttrium
Soascs QS-J c25-1,C 4,221598.0788,-4541.5625,-180.84375,-11501.03125,yttrium
Chua Eop CF-A c16-0,B 3,281899.8524,-3722.5625,-413.5625,58514.09375,yttrium
Eorld Phoe YX-F d12-0,B 4,239112.6257,-1135.96875,-78.4375,-10224.9375,yttrium
Ploea Eur CM-C b1,B 3,311442.4094,5097.15625,245.84375,-1055.5,yttrium
Drootoea WO-Q d5-0,B 1 a,58429.05742,-31195.8125,-803.09375,51942.65625,yttrium
Eorld Phoe KL-F c14-0,B 4,53712.89753,-830.75,-56.5,-10671.25,yttrium
Cho Eur UT-H d10-1,B 6 b,144302.9473,10075.03125,534.03125,61333.3125,yttrium
Eorld Graae OK-J c11-0,B 3,188565.5049,-34064.40625,-341.03125,30137.4375,yttrium
Plaa Thua KW-Y c28-1,B 9,255040.7473,194.71875,313.3125,-2364.40625,yttrium
Byoo Trae GK-R d4-0,CD 4,144867.0951,30532.5,1407.9375,5772.5625,yttrium
Syriae Thua HQ-E c25-0,D 2 b,318250.7343,1178.78125,17.3125,64020.3125,yttrium
Col 89 Sector IZ-M c21-10,B 10,65411.43856,414.1875,9.34375,-3853.96875,yttrium
Pra Dryou TL-C c13-0,B 6,104913.226,25579.84375,-1061.375,776.6875,yttrium
Syrivia HH-D c12-2,BC 2,132566.8729,18235.15625,24.5,54523.34375,yttrium
Col 89 Sector LM-U c3-4,C 2,211262.0964,447.28125,5.9375,-4617.9375,yttrium
Hypiae Aihm RN-R c18-6,C 5,349328.4945,2137.65625,143.71875,-5373.65625,yttrium
Byua Chraei IH-R c19-3,B 5,242083.0226,-2848.71875,462.375,54819.78125,yttrium
Nyauthou JE-C c2-23,B 3,76678.66358,-2228.375,-98.875,55346.90625,yttrium
Sledguia DA-X d2-0,B 4,307096.7568,-25736.34375,-269.25,-3318.34375,yttrium
Flyua Eork GO-J c25-0,BC 6,43148.20676,2420.53125,-219.625,-2542.90625,yttrium
Weqee AC-B c27-2,B 8,110446.3807,23633.25,50.6875,37252.09375,yttrium
Byua Thoi VU-G d10-0,C 8,474642.9869,-31651.90625,58,3660.65625,yttrium
Byua Chrea JL-E c25-31,B 4 a,146508.3316,-96.03125,0.84375,55072,yttrium
Qiefoea SX-C c28-0,BCD 2 a,35713.18376,5696.5625,-499.625,-4980.875,yttrium
Phroea Hypai ES-J d9-2,B 1 b,67997.17032,2860.53125,-688.875,-6638.375,yttrium
Scheau Phio KA-Z c16-11,BCD 1 b,32483.98323,1797.84375,-286.5625,-5462.09375,yttrium
Shruelch ZM-A d14-2,B 12 d,253111.7666,-31921.1875,-881.34375,9166.0625,yttrium
Pyrivo KO-O d7-97,B 6 a,283055.1431,-2123.4375,-116.4375,54680.90625,yttrium
Dryi Brue FC-D d12-1,B 8 d,29527.78839,-38037.625,8.5625,32045.6875,yttrium
Dryao Ain XJ-I d9-0,B 7 b,373087.0026,-587.96875,33.53125,-9150.3125,yttrium
Plaa Ail JC-D d12-23,B 1 d,68986.51091,-32587.0625,-6.5,10268.125,yttrium
Thuecheae WR-H d11-134,B 7 d,100664.8545,-2261.84375,-40.46875,53711.78125,yttrium
Deheia ZV-T d4-7,BC 1 g,30177.96341,-27592.5625,-162.6875,9582.09375,yttrium
Flyoo Dryoae EF-Q c21-6,B 2 a,28557.79524,22264.25,-295.84375,-119.375,yttrium
Scheau Phoea TE-P d6-23,B 4 d,492138.9805,4381.21875,-662.25,-5562.25,yttrium
Blo Chroa TJ-I d9-15,B 1 b,36992.01245,5496.09375,-7.1875,53539.90625,yttrium
Strivie SO-I d9-10,BC 5 a,45530.60285,-25114.21875,112.34375,54810.53125,yttrium
Hypao Chraea RY-S e3-21,C 13 a,391348.3212,-27949.4375,44.46875,32883.5,yttrium
Col 89 Sector ST-Q d5-23,E 4 b,294653.9203,588.25,238.84375,-4325.28125,yttrium
Slegae YP-B c2-0,B 2 b,394964.1585,-15962.9375,-217.53125,-3531.125,yttrium
Hypoe Dryou XF-L d9-1,B 4 a,36681.43941,9948,-73.25,-15548.28125,yttrium
Ploi Thua AC-T c17-3,C 1 b,21770.37952,-990.375,106.34375,-2836.96875,yttrium
Flyooe Eohn YC-O c21-0,B 3 e,47778.74923,419.4375,-739.40625,-2699.78125,yttrium
Hypiae Aihm JL-Y d61,B 11 b,73640.26749,1796.15625,106.6875,-6032.125,yttrium
Cleayia XA-U d4-0,C 11 a,47335.41571,-7142.96875,-25.9375,60789.75,yttrium
Outotch HA-A d1,BC 2 c,37386.00068,1830.375,45.09375,-2303.9375,yttrium
Eolls Flyiae OA-R c7-1,B 1 b,149463.1847,-26533.28125,-185.625,17178.09375,yttrium
Prua Byio EE-E d13-115,B 3 a,238131.0434,1558.3125,-39.875,52547.40625,yttrium
Hyuerts OH-K c25-0,C 4 a,329467.6127,10978.34375,-59.75,-12783.03125,yttrium
Pludgeou YI-B d0,B 7 b,55567.09653,2212.1875,-1993.15625,-4826.15625,yttrium
Col 107 Sector XF-N d7-0,B 1 b,429752.4885,2345.25,-174.03125,-4984.03125,yttrium
Preia Eoq VY-U c5-0,B 3 d,320516.61,6217.03125,-144.15625,-2103,yttrium
Flyua Byoea ET-O d7-48,D 3 c,119150.2461,3979.46875,-90.53125,50802.03125,yttrium
Hyphielaea NJ-K c8-0,B 3 a,113438.3141,11418.40625,33.25,56905.46875,yttrium
Eifaif XB-F c14-0,B 8 b,14381.71761,31502.90625,-118.5625,11090.625,yttrium
Schafuia SE-G c24-5,BC 6 c,33569.15592,-14667.0625,0.0625,-7699.6875,yttrium
Phroea Phoea YO-Y d1-16,B 5 b,188067.9146,6053.3125,-390.75,-4717.21875,yttrium
BD+36 715,C 2 a,97680.76572,-883.5,-573,-1897.40625,yttrium
Oumbaiqs HC-D d12-0,B 1 b,195213.2861,-21253.09375,-20.25,47338.28125,yttrium
Yepae XW-A c14-10,B 8 a,371077.9826,-31926.1875,286.6875,23856.75,yttrium
Phoadoae OY-P c19-0,B 11 a,142534.2286,-32622.875,-1102.875,15140.875,yttrium
Fraufooe ZC-T c4-0,B 1 b,21825.73349,-25940.4375,-904.46875,1698.9375,yttrium
Sutchaa OK-V c16-6,B 1 a,28203.40424,-4928.5625,223.15625,49586,yttrium
Cryaft MQ-L c21-0,BCD 2 b,100231.2236,-12825.53125,24.28125,-3950.03125,yttrium
Ewrobb XC-I c23-2,C 2 b,277018.2837,-30642.09375,34.90625,10209.28125,yttrium
Uctailts UD-S d4-3,BC 3 b,205712.7824,27648.65625,407.46875,42867.65625,yttrium
Slacheae JR-C c0,B 2 c,214585.903,-35462.4375,-745,45019.75,yttrium
Gludgae CN-J d9-2,B 4 b,211853.3801,2535.65625,457,-4026.5625,yttrium
Hyuerth LJ-X d2-4,BC 1 b,286470.7787,-2505.3125,-147.125,-13577.96875,yttrium
Schee Phio FR-V d2-4,CD 2 a,28539.74947,2799.1875,-893.90625,-5893.84375,yttrium
Smootoe DW-E d11-42,B 3 b,126927.4933,-18651.96875,4.90625,52415.53125,yttrium
Preae Theia LJ-F d12-2,B 7 a,88452.74564,3267.5,984.4375,-1264.53125,yttrium
Leerld MO-Z d13-0,BC 4 c,131509.9206,13056.9375,-10.28125,-15216.90625,yttrium
Prai Flyao UE-Y d1-0,B 6 a,55364.42315,28447.1875,-516.34375,38818.1875,yttrium
Hacho HI-I c23-0,B 3 a,170896.0614,-21222.375,69.3125,46028.375,yttrium
Hypiae Aip JB-O d6-15,B 5 b,160400.1568,4710,176.25,-5581.78125,yttrium
NGC 2244 Sector OO-G c11-6,D 2 a,277118.1675,2089.8125,-223.09375,-4180.1875,yttrium
Ovoths NO-X d2-0,C 4 a,222716.5113,-35449.40625,-40.09375,6881.9375,yttrium
Pyrie Eurk FV-W c15-0,C 4 b,132653.9378,-1702.46875,135.59375,62340.84375,yttrium
Ploea Theia GR-N d6-15,B 5 b,325323.5855,2857.34375,0.46875,-3009.84375,yttrium
Jellyfish Sector ZE-A d37,B 7 b,29747.80064,748.71875,284.375,-4988.53125,yttrium
Flya Prau RF-Q c5-0,B 2 a,69405.42026,26650.5625,-1141.3125,40141.3125,yttrium
Slegao HQ-I c24-0,B 3 c,44955.09006,-1026.5625,-765.5,-2564.34375,yttrium
Byua Chrea UF-B c2-0,D 2 a,230257.9375,-943.65625,977.84375,54060.40625,yttrium
Schafuia SE-G c24-5,BC 3 b,33607.46483,-14667.0625,0.0625,-7699.6875,yttrium
Skueqiae ID-D c15-0,BC 3 a,54202.24025,-1547,-163.78125,58492.84375,yttrium
Pleia Thaa HW-N d6-8,C 6 a,188237.1489,13314.78125,59.96875,-3001.53125,yttrium
Byoi Bre KD-J c9-9,B 2 a,21720.36144,-8839.84375,145.25,56946.8125,yttrium
Pyra Eop KN-Q d6-2,B 6 c,318934.4432,-1588.78125,-37.28125,59708.4375,yttrium
Cyoidai IC-U e3-1,B 9 b,374291.4113,582.4375,-305.59375,-6778.625,yttrium
Trailou SJ-G c24-0,B 2 c,229263.0758,23776.625,19.625,5098.90625,yttrium
Byai Airgh WT-A d0,BC 1 a,233313.8416,36100,295.78125,15576.21875,yttrium
Oochonz TI-J d9-2,B 9 a,71188.83581,3764.09375,-842.65625,-1534.03125,yttrium
Fedgau YN-F c1,B 2 b,69097.57509,6260.46875,-135.6875,-3617.90625,yttrium
Pheia Ain EF-Q c21-0,D 3 b,289910.6429,498.625,979.375,-3982.78125,yttrium
